Region Code,Provider Code,Provider Name,Treatment Function Code,Treatment Function, 52 plus ,Total number of incomplete pathways,Total within 18 weeks,% within 18 weeks,Average (median) waiting time (in weeks),92nd percentile waiting time (in weeks)
Y63,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery, -   , -   ,,,-,
Y63,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,C_300,General Medicine, -   ,16,,,-,
Y63,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,C_301,Gastroenterology, -   ,555,,,5.7,
Y63,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,C_320,Cardiology, -   ,554,,,3.9,
Y63,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,C_330,Dermatology, -   ,"1,367",,,5.7,
Y63,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,C_340,Thoracic Medicine, -   ,320,,,8.5,
Y63,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,C_400,Neurology, -   ,676,,,11.7,
Y63,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,C_410,Rheumatology, -   ,315,,,5.8,
Y63,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,C_430,Geriatric Medicine, -   ,53,,,5.5,
Y63,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,C_502,Gynaecology, -   ,"1,183",,,6.5,
Y63,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,X01,Other, -   ,"3,255",,,4.7,
Y63,RCF,AIREDALE NHS FOUNDATION TRUST,C_100,General Surgery, -   ,"1,306","1,147",87.80%,6.4,22.8
Y63,RCF,AIREDALE NHS FOUNDATION TRUST,C_101,Urology, -   ,693,647,93.40%,5.4,17.1
Y63,RCF,AIREDALE NHS FOUNDATION TRUST,C_110,Trauma & Orthopaedics, -   ,808,667,82.50%,9.1,22.8
Y63,RCF,AIREDALE NHS FOUNDATION TRUST,C_120,"Ear, Nose & Throat (ENT)", -   ,665,595,89.50%,6.9,20.3
Y63,RCF,AIREDALE NHS FOUNDATION TRUST,C_130,Ophthalmology, -   ,"1,095","1,025",93.60%,7,17.1
Y63,RCF,AIREDALE NHS FOUNDATION TRUST,C_140,Oral Surgery, -   ,280,272,97.10%,3.4,14.2
Y63,RCF,AIREDALE NHS FOUNDATION TRUST,C_150,Neurosurgery, -   , -   , -   , -   ,-,-
Y63,RCF,AIREDALE NHS FOUNDATION TRUST,C_160,Plastic Surgery, -   ,37,32,86.50%,5.7,26.5
Y63,RCF,AIREDALE NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery, -   , -   , -   , -   ,-,-
Y63,RCF,AIREDALE NHS FOUNDATION TRUST,C_300,General Medicine, -   ,12,12,100.00%,-,-
Y63,RCF,AIREDALE NHS FOUNDATION TRUST,C_301,Gastroenterology, -   ,743,658,88.60%,7.8,20.9
Y63,RCF,AIREDALE NHS FOUNDATION TRUST,C_320,Cardiology, -   ,605,544,89.90%,5.7,20.5
Y63,RCF,AIREDALE NHS FOUNDATION TRUST,C_330,Dermatology, -   ,1,1,100.00%,-,-
Y63,RCF,AIREDALE NHS FOUNDATION TRUST,C_340,Thoracic Medicine, -   ,363,324,89.30%,7,22
Y63,RCF,AIREDALE NHS FOUNDATION TRUST,C_400,Neurology, -   ,497,364,73.20%,10.4,25.2
Y63,RCF,AIREDALE NHS FOUNDATION TRUST,C_410,Rheumatology, -   ,209,206,98.60%,4.9,12.9
Y63,RCF,AIREDALE NHS FOUNDATION TRUST,C_430,Geriatric Medicine, -   ,45,44,97.80%,6.3,12.8
Y63,RCF,AIREDALE NHS FOUNDATION TRUST,C_502,Gynaecology, -   ,851,787,92.50%,6.3,17.5
Y63,RCF,AIREDALE NHS FOUNDATION TRUST,X01,Other, -   ,942,885,93.90%,6.3,17.3
Y63,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,C_100,General Surgery, -   , -   , -   , -   ,-,-
Y63,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,C_101,Urology, -   , -   , -   , -   ,-,-
Y63,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,C_110,Trauma & Orthopaedics, -   , -   , -   , -   ,-,-
Y63,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,C_120,"Ear, Nose & Throat (ENT)", -   , -   , -   , -   ,-,-
Y63,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,C_130,Ophthalmology, -   , -   , -   , -   ,-,-
Y63,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,C_140,Oral Surgery, -   ,94,47,50.00%,18.1,31.2
Y63,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,C_150,Neurosurgery, -   , -   , -   , -   ,-,-
Y63,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,C_160,Plastic Surgery, -   , -   , -   , -   ,-,-
Y63,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery, -   , -   , -   , -   ,-,-
Y63,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,C_300,General Medicine, -   , -   , -   , -   ,-,-
Y63,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,C_301,Gastroenterology, -   , -   , -   , -   ,-,-
Y63,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,C_320,Cardiology, -   , -   , -   , -   ,-,-
Y63,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,C_330,Dermatology, -   , -   , -   , -   ,-,-
Y63,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,C_340,Thoracic Medicine, -   , -   , -   , -   ,-,-
Y63,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,C_400,Neurology, -   , -   , -   , -   ,-,-
Y63,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,C_410,Rheumatology, -   , -   , -   , -   ,-,-
Y63,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,C_430,Geriatric Medicine, -   , -   , -   , -   ,-,-
Y63,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,C_502,Gynaecology, -   , -   , -   , -   ,-,-
Y63,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,X01,Other, -   ,"9,176","8,043",87.70%,6.4,21.1
Y63,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,C_100,General Surgery, -   ,"1,917","1,713",89.40%,6.9,20.4
Y63,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,C_101,Urology, -   ,766,716,93.50%,7.2,17.1
Y63,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,C_110,Trauma & Orthopaedics, -   ,"1,204","1,116",92.70%,7.3,17.7
Y63,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,C_120,"Ear, Nose & Throat (ENT)", -   ,"1,174","1,105",94.10%,5.2,15.9
Y63,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,C_130,Ophthalmology, -   ,"1,087","1,054",97.00%,3.6,12.4
Y63,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,C_140,Oral Surgery, -   ,"1,418","1,270",89.60%,8.3,19.4
Y63,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,C_150,Neurosurgery, -   , -   , -   , -   ,-,-
Y63,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,C_160,Plastic Surgery, -   , -   , -   , -   ,-,-
Y63,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery, -   , -   , -   , -   ,-,-
Y63,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,C_300,General Medicine, -   ,165,164,99.40%,5.2,11.3
Y63,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,C_301,Gastroenterology, -   ,961,954,99.30%,5.8,11.9
Y63,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,C_320,Cardiology, -   ,538,531,98.70%,4.3,10.5
Y63,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,C_330,Dermatology, -   ,972,897,92.30%,6.4,17.9
Y63,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,C_340,Thoracic Medicine, -   ,302,297,98.30%,4.1,12.2
Y63,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,C_400,Neurology, -   , -   , -   , -   ,-,-
Y63,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,C_410,Rheumatology, -   ,288,278,96.50%,7.1,13.7
Y63,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,C_430,Geriatric Medicine, -   ,128,128,100.00%,4.7,9.4
Y63,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,C_502,Gynaecology, -   ,873,828,94.80%,4.4,14.5
Y63,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,X01,Other, -   ,824,774,93.90%,5.2,15.7
Y63,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,C_100,General Surgery, -   ,"1,717","1,552",90.40%,6.1,19.2
Y63,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,C_101,Urology, -   ,967,898,92.90%,6.5,17.2
Y63,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,C_110,Trauma & Orthopaedics, -   ,"1,635","1,506",92.10%,7,17.9
Y63,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,C_120,"Ear, Nose & Throat (ENT)", -   ,"1,335","1,253",93.90%,4.5,15.9
Y63,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,C_130,Ophthalmology, -   ,"1,715","1,603",93.50%,6.8,17
Y63,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,C_140,Oral Surgery, -   ,106,54,50.90%,15.5,37.3
Y63,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,C_150,Neurosurgery, -   , -   , -   , -   ,-,-
Y63,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,C_160,Plastic Surgery, -   , -   , -   , -   ,-,-
Y63,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery, -   , -   , -   , -   ,-,-
Y63,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,C_300,General Medicine, -   ,139,137,98.60%,5.7,11.8
Y63,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,C_301,Gastroenterology, -   ,694,664,95.70%,7.7,16.5
Y63,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,C_320,Cardiology, -   ,860,823,95.70%,8.9,17
Y63,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,C_330,Dermatology, -   ,"1,017",982,96.60%,5.5,14.2
Y63,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,C_340,Thoracic Medicine, -   ,851,709,83.30%,10,22.3
Y63,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,C_400,Neurology, -   , -   , -   , -   ,-,-
Y63,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,C_410,Rheumatology, -   ,504,475,94.20%,9.3,17.5
Y63,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,C_430,Geriatric Medicine, -   ,287,275,95.80%,6.4,14
Y63,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,C_502,Gynaecology, -   ,"1,408","1,260",89.50%,6.5,20.3
Y63,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,X01,Other, -   ,"1,655","1,530",92.40%,6,17.5
Y63,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,C_100,General Surgery, -   ,616,552,89.60%,6.1,19.8
Y63,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,C_101,Urology, -   ,"2,037","1,969",96.70%,4.3,13.9
Y63,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,C_110,Trauma & Orthopaedics, -   ,"4,415","3,916",88.70%,7.7,20.1
Y63,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,C_120,"Ear, Nose & Throat (ENT)", -   ,"1,826","1,722",94.30%,5.2,16
Y63,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,C_130,Ophthalmology, -   ,"4,553","4,279",94.00%,6,17
Y63,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,C_140,Oral Surgery, -   ,"1,993","1,795",90.10%,6.9,19
Y63,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,C_150,Neurosurgery, -   ,"1,127","1,038",92.10%,6.3,17.9
Y63,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,C_160,Plastic Surgery, -   ,"1,447","1,314",90.80%,6.3,19.3
Y63,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery, -   ,380,363,95.50%,5.7,16.1
Y63,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,C_300,General Medicine, -   , -   , -   , -   ,-,-
Y63,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,C_301,Gastroenterology, -   ,"1,900","1,854",97.60%,4.3,11.6
Y63,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,C_320,Cardiology, -   ,"2,533","2,408",95.10%,5.6,16.2
Y63,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,C_330,Dermatology, -   ,"2,457","2,301",93.70%,6.4,16.8
Y63,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,C_340,Thoracic Medicine, -   ,"1,110","1,096",98.70%,5.1,12.6
Y63,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,C_400,Neurology, -   ,"4,658","4,059",87.10%,7.7,21
Y63,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,C_410,Rheumatology, -   ,852,821,96.40%,5.8,14.6
Y63,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,C_430,Geriatric Medicine, -   ,122,118,96.70%,4.7,13.6
Y63,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,C_502,Gynaecology, -   ,"2,129","1,962",92.20%,4.9,17.9
Y63,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,X01,Other, -   ,"14,257","13,197",92.60%,5.7,17.6
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,C_100,General Surgery, -   ,"4,427","3,188",72.00%,9.6,31.2
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,C_101,Urology, -   ,"2,098","1,820",86.70%,6.7,21.5
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,C_110,Trauma & Orthopaedics, -   ,"1,999","1,702",85.10%,7.8,22.2
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,C_120,"Ear, Nose & Throat (ENT)",1,"2,022","1,363",67.40%,11.3,31.4
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,C_130,Ophthalmology,3,"3,006","2,323",77.30%,7.9,29.9
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,C_140,Oral Surgery,2,"1,178","1,065",90.40%,6.8,19.1
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,C_150,Neurosurgery, -   , -   , -   , -   ,-,-
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,C_160,Plastic Surgery, -   , -   , -   , -   ,-,-
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery, -   , -   , -   , -   ,-,-
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,C_300,General Medicine, -   ,742,702,94.60%,5.6,16.7
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,C_301,Gastroenterology,2,"1,942","1,430",73.60%,9.7,30.6
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,C_320,Cardiology, -   ,"1,769","1,552",87.70%,7,21.1
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,C_330,Dermatology, -   ,305,289,94.80%,5.8,15.2
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,C_340,Thoracic Medicine, -   ,904,658,72.80%,9.4,32.4
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,C_400,Neurology,1,574,433,75.40%,10.9,23.6
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,C_410,Rheumatology, -   ,659,557,84.50%,8,22.8
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,C_430,Geriatric Medicine, -   ,185,183,98.90%,3.9,12.5
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,C_502,Gynaecology, -   ,"1,752","1,598",91.20%,5.5,18.7
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,X01,Other, -   ,"1,576","1,262",80.10%,6.4,27.2
Y63,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,C_100,General Surgery, -   ,852,517,60.70%,14.3,37.3
Y63,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,C_101,Urology, -   ,"1,770","1,148",64.90%,12.4,31.9
Y63,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,C_110,Trauma & Orthopaedics,5,"3,041","1,645",54.10%,16,40.2
Y63,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,C_120,"Ear, Nose & Throat (ENT)", -   ,"3,675","2,541",69.10%,12.2,25.7
Y63,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,C_130,Ophthalmology, -   ,"3,705","2,468",66.60%,10.4,36.6
Y63,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,C_140,Oral Surgery, -   ,928,876,94.40%,6.8,15.4
Y63,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,C_150,Neurosurgery, -   , -   , -   , -   ,-,-
Y63,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,C_160,Plastic Surgery, -   , -   , -   , -   ,-,-
Y63,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery, -   , -   , -   , -   ,-,-
Y63,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,C_300,General Medicine, -   ,102,71,69.60%,12.9,28.9
Y63,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,C_301,Gastroenterology, -   ,981,545,55.60%,15.5,38.5
Y63,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,C_320,Cardiology, -   ,"1,237",993,80.30%,9.7,25.9
Y63,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,C_330,Dermatology, -   ,"1,343","1,078",80.30%,9.4,25.4
Y63,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,C_340,Thoracic Medicine, -   ,499,463,92.80%,7.6,16.9
Y63,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,C_400,Neurology, -   ,907,749,82.60%,8.4,21.8
Y63,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,C_410,Rheumatology, -   ,439,406,92.50%,7.3,17.8
Y63,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,C_430,Geriatric Medicine, -   ,68,59,86.80%,3.8,19.8
Y63,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,C_502,Gynaecology, -   ,"1,952","1,551",79.50%,9.4,29.2
Y63,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,X01,Other,5,"6,840","5,689",83.20%,7.2,24.6
Y63,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,C_100,General Surgery, -   ,"2,537","2,237",88.20%,7,20.6
Y63,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,C_101,Urology, -   ,"1,777","1,535",86.40%,7.6,24.9
Y63,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,C_110,Trauma & Orthopaedics, -   ,"6,157","5,181",84.10%,8.3,23
Y63,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,C_120,"Ear, Nose & Throat (ENT)", -   ,"2,980","2,488",83.50%,7.3,24.3
Y63,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,C_130,Ophthalmology, -   ,"2,685","2,288",85.20%,7.8,22.6
Y63,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,C_140,Oral Surgery, -   ,"1,935","1,709",88.30%,7.7,20.6
Y63,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,C_150,Neurosurgery, -   , -   , -   , -   ,-,-
Y63,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,C_160,Plastic Surgery, -   , -   , -   , -   ,-,-
Y63,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery, -   , -   , -   , -   ,-,-
Y63,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,C_300,General Medicine, -   ,"2,083","1,732",83.10%,7.6,24.2
Y63,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,C_301,Gastroenterology, -   , -   , -   , -   ,-,-
Y63,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,C_320,Cardiology, -   ,"2,027","1,779",87.80%,7.8,21.3
Y63,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,C_330,Dermatology, -   ,"2,051","1,907",93.00%,5.7,17.4
Y63,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,C_340,Thoracic Medicine,1,973,867,89.10%,7.4,21.2
Y63,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,C_400,Neurology, -   , -   , -   , -   ,-,-
Y63,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,C_410,Rheumatology, -   ,924,732,79.20%,9.8,23.9
Y63,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,C_430,Geriatric Medicine, -   ,227,196,86.30%,7.3,20.2
Y63,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,C_502,Gynaecology, -   ,"1,385","1,327",95.80%,4.6,14.5
Y63,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,X01,Other, -   ,"3,554","3,302",92.90%,4.9,17.1
Y63,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,C_100,General Surgery, -   ,"1,809","1,649",91.20%,6.3,19.2
Y63,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,C_101,Urology, -   ,532,504,94.70%,7,16.9
Y63,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,C_110,Trauma & Orthopaedics, -   ,"1,285","1,072",83.40%,10,22.7
Y63,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,C_120,"Ear, Nose & Throat (ENT)", -   , -   , -   , -   ,-,-
Y63,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,C_130,Ophthalmology, -   , -   , -   , -   ,-,-
Y63,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,C_140,Oral Surgery, -   , -   , -   , -   ,-,-
Y63,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,C_150,Neurosurgery, -   , -   , -   , -   ,-,-
Y63,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,C_160,Plastic Surgery, -   , -   , -   , -   ,-,-
Y63,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery, -   , -   , -   , -   ,-,-
Y63,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,C_300,General Medicine, -   ,30,28,93.30%,11.4,17.6
Y63,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,C_301,Gastroenterology, -   ,"1,429","1,346",94.20%,8.1,17.4
Y63,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,C_320,Cardiology, -   ,507,462,91.10%,6.6,18.9
Y63,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,C_330,Dermatology, -   , -   , -   , -   ,-,-
Y63,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,C_340,Thoracic Medicine, -   ,292,272,93.20%,5.5,17.2
Y63,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,C_400,Neurology, -   , -   , -   , -   ,-,-
Y63,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,C_410,Rheumatology, -   ,401,387,96.50%,6.3,16.3
Y63,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,C_430,Geriatric Medicine, -   ,268,243,90.70%,9.1,18.5
Y63,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,C_502,Gynaecology, -   ,823,788,95.70%,6,15
Y63,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,X01,Other, -   ,"1,547","1,460",94.40%,5.2,16.6
Y63,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,C_100,General Surgery, -   ,"1,093",864,79.00%,9.2,25.3
Y63,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,C_101,Urology, -   ,"2,737","1,832",66.90%,10.5,29.6
Y63,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,C_110,Trauma & Orthopaedics,62,"5,342","3,354",62.80%,13.3,37.6
Y63,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,C_120,"Ear, Nose & Throat (ENT)", -   ,"1,409","1,192",84.60%,6.2,24.1
Y63,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,C_130,Ophthalmology, -   ,"3,672","3,604",98.10%,5.1,13.3
Y63,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,C_140,Oral Surgery, -   ,"1,482","1,328",89.60%,6.5,19.7
Y63,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,C_150,Neurosurgery, -   ,328,272,82.90%,6.3,24.9
Y63,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,C_160,Plastic Surgery, -   ,"2,020","1,584",78.40%,9.1,28.2
Y63,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,C_170,Cardiothoracic Surgery, -   ,342,320,93.60%,5.2,16.5
Y63,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,C_300,General Medicine, -   ,1,1,100.00%,-,-
